ID,U_ground,U_wall,U_window,U_roof,infiltration,SHGC,Qheating_2020,Qheating_2050,Qheating_2080
8_3_1,0.613,0.589,2.933,0.993,0.000394,0.58,8.562,3.979,1.835
8_3_2,0.613,0.589,2.933,0.993,0.000394,0.58,15.384,7.879,4.389
8_3_3,0.613,0.589,2.933,0.993,0.000394,0.58,10.372,4.975,2.464
8_3_4,0.613,0.589,2.933,0.993,0.000394,0.58,14.429,7.527,4.287
8_3_5,0.613,0.589,2.933,0.993,0.000394,0.58,25.734,15.552,10.818
8_3_6,0.613,0.589,2.933,0.993,0.000394,0.58,124.905,89.244,69.072
8_4_0,1.366,0.598,2.006,0.436,0.000471,0.55,13.058,6.967,4.311
8_4_1,1.366,0.598,2.006,0.436,0.000471,0.55,19.785,17.362,11.866
8_4_2,1.366,0.598,2.006,0.436,0.000471,0.55,16.081,8.515,5.454
8_4_3,1.366,0.598,2.006,0.436,0.000471,0.55,15.222,10.038,6.083
8_4_4,1.366,0.598,2.006,0.436,0.000471,0.55,14.599,9.212,5.61
8_4_5,1.366,0.598,2.006,0.436,0.000471,0.55,51.753,33.728,23.513
8_5_0,0.608,0.628,1.238,0.388,0.000288,0.7,6.748,3.225,1.613
8_5_1,0.608,0.628,1.238,0.388,0.000288,0.7,6.352,2.88,1.268
8_5_2,0.608,0.628,1.238,0.388,0.000288,0.7,10.99,5.655,3.034
8_5_3,0.608,0.628,1.238,0.388,0.000288,0.7,6.358,3.152,1.37
8_5_4,0.608,0.628,1.238,0.388,0.000288,0.7,5.926,2.95,1.182
8_5_5,0.608,0.628,1.238,0.388,0.000288,0.7,2.657,1.09,0.265
8_5_6,0.608,0.628,1.238,0.388,0.000288,0.7,76.548,50.022,36.665
8_6_0,0.58,0.481,2.9,0.36,0.000295,0.64,8.17,4.137,2.004
8_6_1,0.58,0.481,2.9,0.36,0.000295,0.64,3.2,1.236,0.277
8_6_2,0.58,0.481,2.9,0.36,0.000295,0.64,2.804,1.057,0.213
8_6_3,0.58,0.481,2.9,0.36,0.000295,0.64,5.797,2.833,1.061
8_6_4,0.58,0.481,2.9,0.36,0.000295,0.64,11.482,6.611,3.576
8_6_5,0.58,0.481,2.9,0.36,0.000295,0.64,7.923,4.656,2.369
8_6_6,0.58,0.481,2.9,0.36,0.000295,0.64,73.168,51.533,38.84
8_7_0,1.942,1.162,2.912,0.322,0.000452,0.64,40.31,28.509,21.296
8_7_1,1.942,1.162,2.912,0.322,0.000452,0.64,14.095,8.029,4.409
8_7_2,1.942,1.162,2.912,0.322,0.000452,0.64,38.748,25.099,17.1
8_7_3,1.942,1.162,2.912,0.322,0.000452,0.64,52.084,35.877,26.653
8_7_4,1.942,1.162,2.912,0.322,0.000452,0.64,32.53,21.254,14.211
8_7_5,1.942,1.162,2.912,0.322,0.000452,0.64,30.312,19.716,12.856
8_7_6,1.942,1.162,2.912,0.322,0.000452,0.64,113.002,83.103,63.918
8_8_0,1.57,1.48,1.7,3.27,0.0001,0.38,40.241,29.356,20.472
8_8_1,1.57,1.48,1.7,3.27,0.0001,0.38,36.265,25.479,16.56
8_8_2,1.57,1.48,1.7,3.27,0.0001,0.38,36.192,25.456,16.563
8_8_3,1.57,1.48,1.7,3.27,0.0001,0.38,47.53,34.561,23.718
8_8_4,1.57,1.48,1.7,3.27,0.0001,0.38,168.549,123.866,93.979
8_9_0,1.361,0.426,2.001,0.441,0.000401,0.6,9.999,6.791,4.116
8_9_1,1.361,0.426,2.001,0.441,0.000401,0.6,14.174,9.721,5.802
8_9_2,1.361,0.426,2.001,0.441,0.000401,0.6,1.268,0.572,0.15
8_9_3,1.361,0.426,2.001,0.441,0.000401,0.6,7.227,4.654,2.341
8_9_4,1.361,0.426,2.001,0.441,0.000401,0.6,71.38,54.164,40.177
8_10_0,1.924,4.198,3.294,0.554,0.000482,0.44,33.621,24.547,17.153
8_10_1,1.924,4.198,3.294,0.554,0.000482,0.44,31.718,22.219,14.055
8_10_2,1.924,4.198,3.294,0.554,0.000482,0.44,69.495,54.998,42.667
8_10_3,1.924,4.198,3.294,0.554,0.000482,0.44,57.182,44.596,33.508
8_10_4,1.924,4.198,3.294,0.554,0.000482,0.44,38.388,27.941,18.955
8_10_5,1.924,4.198,3.294,0.554,0.000482,0.44,167.244,123.987,95.375
8_11_0,1.924,4.198,3.294,0.554,0.0005,0.44,67.522,53.947,42.693
8_11_1,1.924,4.198,3.294,0.554,0.0005,0.44,59.838,46.952,36.128
8_11_2,1.924,4.198,3.294,0.554,0.0005,0.44,58.381,45.818,35.156
8_11_3,1.924,4.198,3.294,0.554,0.0005,0.44,60.229,47.444,36.51
8_11_4,1.924,4.198,3.294,0.554,0.0005,0.44,160.782,126.124,100.022
8_12_0,1.924,4.198,3.294,0.554,0.0006,0.44,49.526,40.257,31.096
8_12_1,1.924,4.198,3.294,0.554,0.0006,0.44,43.347,34.618,25.882
8_12_2,1.924,4.198,3.294,0.554,0.0006,0.44,43.124,34.325,25.617
8_12_3,1.924,4.198,3.294,0.554,0.0006,0.44,44.255,35.254,26.481
8_12_4,1.924,4.198,3.294,0.554,0.0006,0.44,125.478,99.086,77.957
9_0_0,0.398,0.378,2.818,0.268,0.000422,0.54,36.401,26.614,18.104
9_0_1,0.398,0.378,2.818,0.268,0.000422,0.54,56.374,43.62,32.607
9_0_2,0.398,0.378,2.818,0.268,0.000422,0.54,47.881,36.587,26.585
9_0_3,0.398,0.378,2.818,0.268,0.000422,0.54,41.136,30.825,21.591
9_0_4,0.398,0.378,2.818,0.268,0.000422,0.54,145.206,109.974,85.361
9_1_0,0.575,0.451,2.015,0.415,0.000363,0.7,27.453,20.023,14.014
9_1_1,0.575,0.451,2.015,0.415,0.000363,0.7,25.994,19.448,13.778
9_1_2,0.575,0.451,2.015,0.415,0.000363,0.7,29.795,22.098,15.877
9_1_3,0.575,0.451,2.015,0.415,0.000363,0.7,37.046,37.807,28.711
9_1_4,0.575,0.451,2.015,0.415,0.000363,0.7,59.399,39.715,28.611
9_2_0,0.57,1.539,2,0.39,0.000558,0.34,47.367,32.988,22.147
9_2_1,0.57,1.539,2,0.39,0.000558,0.34,59.833,42.805,30.228
9_2_2,0.57,1.539,2,0.39,0.000558,0.34,45.017,30.931,20.174
9_2_3,0.57,1.539,2,0.39,0.000558,0.34,64.111,47.033,33.956
9_2_4,0.57,1.539,2,0.39,0.000558,0.34,40.235,27.23,17.262
9_2_5,0.57,1.539,2,0.39,0.000558,0.34,69.253,51.924,38.674
9_2_6,0.57,1.539,2,0.39,0.000558,0.34,124.968,89.871,68.134
9_3_0,0.591,0.392,1.991,0.671,0.000534,0.45,37.848,27.942,19.887
9_3_1,0.591,0.392,1.991,0.671,0.000534,0.45,60.826,46.939,35.232
9_3_2,0.591,0.392,1.991,0.671,0.000534,0.45,33.926,24.169,15.63
9_3_3,0.591,0.392,1.991,0.671,0.000534,0.45,65.66,51.574,39.297
9_3_4,0.591,0.392,1.991,0.671,0.000534,0.45,65.533,50.508,38.277
9_3_5,0.591,0.392,1.991,0.671,0.000534,0.45,160.211,119.974,91.66
10_0_0,0.628,0.87,2.028,0.708,0.000355,0.39,28.106,21.886,16.134
10_0_1,0.628,0.87,2.028,0.708,0.000355,0.39,18.89,13.009,7.985
10_0_2,0.628,0.87,2.028,0.708,0.000355,0.39,27.696,20.622,14.222
10_0_3,0.628,0.87,2.028,0.708,0.000355,0.39,23.873,17.427,11.555
10_0_4,0.628,0.87,2.028,0.708,0.000355,0.39,105.864,79.984,61.871
10_1_0,1.168,0.531,2.898,3.028,0.000321,0.58,9.667,6.009,3.995
10_1_1,1.168,0.531,2.898,3.028,0.000321,0.58,21.202,13.669,8.941
10_1_2,1.168,0.531,2.898,3.028,0.000321,0.58,13.172,6.825,3.819
10_1_3,1.168,0.531,2.898,3.028,0.000321,0.58,21.342,13.57,8.82
10_1_4,1.168,0.531,2.898,3.028,0.000321,0.58,6.229,3.172,1.336
10_1_5,1.168,0.531,2.898,3.028,0.000321,0.58,10.579,6.1,3.195
10_1_6,1.168,0.531,2.898,3.028,0.000321,0.58,117.154,78.469,59.078
10_2_0,0.566,1.259,1.536,0.556,0.000478,0.62,30.06,20.018,13.943
10_2_1,0.566,1.259,1.536,0.556,0.000478,0.62,16.76,9.62,5.556
10_2_2,0.566,1.259,1.536,0.556,0.000478,0.62,28.425,18.735,12.528
10_2_3,0.566,1.259,1.536,0.556,0.000478,0.62,25.858,16.943,11.06
10_2_4,0.566,1.259,1.536,0.556,0.000478,0.62,9.279,5.173,2.578
10_2_5,0.566,1.259,1.536,0.556,0.000478,0.62,31.192,20.525,14.383
10_2_6,0.566,1.259,1.536,0.556,0.000478,0.62,158.825,116.676,90.988
10_3_0,0.429,1.664,2.619,0.359,0.000579,0.65,69.961,53.11,39.911
10_3_1,0.429,1.664,2.619,0.359,0.000579,0.65,79.154,60.948,46.666
10_3_2,0.429,1.664,2.619,0.359,0.000579,0.65,52.88,38.314,26.569
10_3_3,0.429,1.664,2.619,0.359,0.000579,0.65,42.715,30.426,20.122
10_3_4,0.429,1.664,2.619,0.359,0.000579,0.65,90.205,70.634,55.388
10_3_5,0.429,1.664,2.619,0.359,0.000579,0.65,161.351,121.189,92.715
10_4_0,0.33,0.48,3.3,0.38,0.0003,0.42,27.986,20.459,14.447
10_4_1,0.33,0.48,3.3,0.38,0.0003,0.42,39.031,29.321,21.487
10_4_2,0.33,0.48,3.3,0.38,0.0003,0.42,38.921,29.433,21.677
10_4_3,0.33,0.48,3.3,0.38,0.0003,0.42,38.196,28.975,21.274
10_4_4,0.33,0.48,3.3,0.38,0.0003,0.42,37.66,28.194,20.606
10_4_5,0.33,0.48,3.3,0.38,0.0003,0.42,37.847,26.943,19.537
10_4_6,0.33,0.48,3.3,0.38,0.0003,0.42,101.395,71.958,54.126
10_5_0,2.798,0.451,1.698,1.298,0.000523,0.53,160.907,128.307,102.798
10_5_1,2.798,0.451,1.698,1.298,0.000523,0.53,135.443,105.282,81.96
10_5_2,2.798,0.451,1.698,1.298,0.000523,0.53,99.21,73.856,53.72
10_5_3,2.798,0.451,1.698,1.298,0.000523,0.53,117.521,90.1,68.051
10_5_4,2.798,0.451,1.698,1.298,0.000523,0.53,253.384,193.866,151.185
10_6_0,1.908,0.531,2.878,1.398,0.00032,0.56,26.748,20.137,14.443
10_6_1,1.908,0.531,2.878,1.398,0.00032,0.56,40.647,31.76,23.99
10_6_2,1.908,0.531,2.878,1.398,0.00032,0.56,28.42,21.43,15.091
10_6_3,1.908,0.531,2.878,1.398,0.00032,0.56,44.15,35.184,26.82
10_6_4,1.908,0.531,2.878,1.398,0.00032,0.56,95.889,69.025,51.253
10_7_0,0.551,0.526,2.641,1.631,0.000484,0.35,6.35,3.897,2.11
10_7_1,0.551,0.526,2.641,1.631,0.000484,0.35,19.594,13.676,8.609
10_7_2,0.551,0.526,2.641,1.631,0.000484,0.35,16.743,11.582,7.148
10_7_3,0.551,0.526,2.641,1.631,0.000484,0.35,24.546,17.98,12.285
10_7_4,0.551,0.526,2.641,1.631,0.000484,0.35,120.554,88.261,67.162
10_8_0,0.542,0.468,3.042,0.532,0.000511,0.61,32.264,24.423,18.196
10_8_1,0.542,0.468,3.042,0.532,0.000511,0.61,30.19,22.487,16.304
10_8_2,0.542,0.468,3.042,0.532,0.000511,0.61,23.389,16.892,11.376
10_8_3,0.542,0.468,3.042,0.532,0.000511,0.61,18.722,13.176,8.302
10_8_4,0.542,0.468,3.042,0.532,0.000511,0.61,101.933,77.754,59.964
10_9_0,2.846,0.384,2.006,2.556,0.000432,0.43,82.24,67.547,55.553
10_9_1,2.846,0.384,2.006,2.556,0.000432,0.43,45.296,34.83,25.909
10_9_2,2.846,0.384,2.006,2.556,0.000432,0.43,50.246,39.049,29.461
10_9_3,2.846,0.384,2.006,2.556,0.000432,0.43,27.31,19.34,12.412
10_9_4,2.846,0.384,2.006,2.556,0.000432,0.43,194.277,145.629,113.11
11_0_0,0.439,0.452,3.029,0.369,0.00029,0.32,22.645,16.236,10.979
11_0_1,0.439,0.452,3.029,0.369,0.00029,0.32,8.614,5.138,2.645
11_0_2,0.439,0.452,3.029,0.369,0.00029,0.32,21.221,15.074,9.731
11_0_3,0.439,0.452,3.029,0.369,0.00029,0.32,19.058,12.79,7.493
11_0_4,0.439,0.452,3.029,0.369,0.00029,0.32,31.411,22.726,15.235
11_0_5,0.439,0.452,3.029,0.369,0.00029,0.32,34.848,25.081,17.381
11_0_6,0.439,0.452,3.029,0.369,0.00029,0.32,76.643,54.083,38.293
11_1_0,0.408,0.355,2.698,0.338,0.000349,0.83,9.669,5.936,3.247
11_1_1,0.408,0.355,2.698,0.338,0.000349,0.83,21.542,15.45,10.231
11_1_2,0.408,0.355,2.698,0.338,0.000349,0.83,16.863,11.686,7.177
11_1_3,0.408,0.355,2.698,0.338,0.000349,0.83,19.831,13.437,8.042
11_1_4,0.408,0.355,2.698,0.338,0.000349,0.83,15.805,10.457,6.098
11_1_5,0.408,0.355,2.698,0.338,0.000349,0.83,19.749,13.27,8.113
11_1_6,0.408,0.355,2.698,0.338,0.000349,0.83,77.431,52.85,38.08
12_0_0,0.5,0.48,3,0.49,0.0006,0.34,60.502,47.013,35.96
12_0_1,0.5,0.48,3,0.49,0.0006,0.34,53.863,41.131,30.379
12_0_2,0.5,0.48,3,0.49,0.0006,0.34,53.684,40.953,30.186
12_0_3,0.5,0.48,3,0.49,0.0006,0.34,53.989,41.155,30.347
12_0_4,0.5,0.48,3,0.49,0.0006,0.34,54.608,41.504,30.738
12_0_5,0.5,0.48,3,0.49,0.0006,0.34,141.976,108.531,84.569
12_1_0,0.5,0.48,2.9,0.49,0.0006,0.7,55.227,42.515,32.001
12_1_1,0.5,0.48,2.9,0.49,0.0006,0.7,45.505,34.079,24.819
12_1_2,0.5,0.48,2.9,0.49,0.0006,0.7,46.716,35.395,25.907
12_1_3,0.5,0.48,2.9,0.49,0.0006,0.7,46.033,34.95,25.956
12_1_4,0.5,0.48,2.9,0.49,0.0006,0.7,46.42,35.339,26.702
12_1_5,0.5,0.48,2.9,0.49,0.0006,0.7,43.423,33.118,25.529
12_1_6,0.5,0.48,2.9,0.49,0.0006,0.7,134.168,99.133,76.113
12_2_0,0.581,0.345,2.691,2.361,0.000369,0.58,7.991,4.84,2.619
12_2_1,0.581,0.345,2.691,2.361,0.000369,0.58,4.438,2.55,1.12
12_2_2,0.581,0.345,2.691,2.361,0.000369,0.58,22.868,15.7,9.466
12_2_3,0.581,0.345,2.691,2.361,0.000369,0.58,9.473,5.933,2.917
12_2_4,0.581,0.345,2.691,2.361,0.000369,0.58,14.456,9.365,5.172
12_2_5,0.581,0.345,2.691,2.361,0.000369,0.58,26.377,18.762,12.382
12_2_6,0.581,0.345,2.691,2.361,0.000369,0.58,121.698,85.869,63.189
12_3_0,0.409,1.715,2.579,0.899,0.000557,0.35,70.94,49.624,34.931
12_3_1,0.409,1.715,2.579,0.899,0.000557,0.35,79.798,56.883,41.105
12_3_2,0.409,1.715,2.579,0.899,0.000557,0.35,103.453,77.225,59.123
12_3_3,0.409,1.715,2.579,0.899,0.000557,0.35,88.259,64.456,47.808
12_3_4,0.409,1.715,2.579,0.899,0.000557,0.35,71.397,49.198,34.239
12_3_5,0.409,1.715,2.579,0.899,0.000557,0.35,191.785,137.844,104.13
12_4_0,1.36,0.51,2,0.36,0.0006,0.59,75.252,60.965,48.791
12_4_1,1.36,0.51,2,0.36,0.0006,0.59,68.837,51.939,39.002
12_4_2,1.36,0.51,2,0.36,0.0006,0.59,66.608,50.395,37.527
12_4_3,1.36,0.51,2,0.36,0.0006,0.59,62.348,47.243,35.051
12_4_4,1.36,0.51,2,0.36,0.0006,0.59,59.404,44.955,34.019
12_4_5,1.36,0.51,2,0.36,0.0006,0.59,56.701,42.299,33.125
12_4_6,1.36,0.51,2,0.36,0.0006,0.59,55.402,30.692,21.892
12_4_7,1.36,0.51,2,0.36,0.0006,0.59,148.915,101.6,76.948
12_5_0,0.512,1.743,1.942,0.332,0.000512,0.54,40.383,25.415,17.1
12_5_1,0.512,1.743,1.942,0.332,0.000512,0.54,25.833,14.357,8.253
12_5_2,0.512,1.743,1.942,0.332,0.000512,0.54,56.204,34.425,23.273
12_5_3,0.512,1.743,1.942,0.332,0.000512,0.54,38.121,21.813,13.316
12_5_4,0.512,1.743,1.942,0.332,0.000512,0.54,57.729,35.78,24.387
12_5_5,0.512,1.743,1.942,0.332,0.000512,0.54,135.06,92.074,66.32
12_6_0,0.26,0.515,3.01,0.21,0.000361,0.6,3.104,1.532,0.696
12_6_1,0.26,0.515,3.01,0.21,0.000361,0.6,9.978,5.009,2.414
12_6_2,0.26,0.515,3.01,0.21,0.000361,0.6,16.157,8.579,4.893
12_6_3,0.26,0.515,3.01,0.21,0.000361,0.6,23.474,13.176,8.241
12_6_4,0.26,0.515,3.01,0.21,0.000361,0.6,9.001,4.243,1.79
12_6_5,0.26,0.515,3.01,0.21,0.000361,0.6,6.866,2.941,1.005
12_6_6,0.26,0.515,3.01,0.21,0.000361,0.6,69.461,42.992,28.908
12_7_0,0.581,0.428,2.861,0.961,0.000315,0.81,46.854,35.605,27.078
12_7_1,0.581,0.428,2.861,0.961,0.000315,0.81,33.057,23.916,16.725
12_7_2,0.581,0.428,2.861,0.961,0.000315,0.81,34.847,25.48,18.003
12_7_3,0.581,0.428,2.861,0.961,0.000315,0.81,27.207,19.355,12.869
12_7_4,0.581,0.428,2.861,0.961,0.000315,0.81,116.61,88.112,68.633
12_8_0,0.499,0.624,2.899,0.489,0.000546,0.85,25.451,17.461,11.959
12_8_1,0.499,0.624,2.899,0.489,0.000546,0.85,22.418,14.1,8.496
12_8_2,0.499,0.624,2.899,0.489,0.000546,0.85,46.624,32.32,23.199
12_8_3,0.499,0.624,2.899,0.489,0.000546,0.85,14.856,8.671,4.729
12_8_4,0.499,0.624,2.899,0.489,0.000546,0.85,43.362,28.513,20.196
12_8_5,0.499,0.624,2.899,0.489,0.000546,0.85,33.359,20.13,13.416
12_8_6,0.499,0.624,2.899,0.489,0.000546,0.85,115.065,78.659,56.978
12_9_0,0.32,0.42,3.3,0.56,0.000344,0.66,11.31,6.977,4.041
12_9_1,0.32,0.42,3.3,0.56,0.000344,0.66,22.339,16.304,11.651
12_9_2,0.32,0.42,3.3,0.56,0.000344,0.66,22.006,12.492,7.353
12_9_3,0.32,0.42,3.3,0.56,0.000344,0.66,26.645,16.378,10.89
12_9_4,0.32,0.42,3.3,0.56,0.000344,0.66,28.386,16.768,10.984
12_9_5,0.32,0.42,3.3,0.56,0.000344,0.66,8.556,3.638,1.449
12_9_6,0.32,0.42,3.3,0.56,0.000344,0.66,38.526,29.336,21.415
12_9_7,0.32,0.42,3.3,0.56,0.000344,0.66,93.772,60.444,42.751
12_10_0,0.5,0.48,2.9,0.49,0.000573,0.7,38.437,29.054,21.711
12_10_1,0.5,0.48,2.9,0.49,0.000573,0.7,20.812,11.728,7.02
12_10_2,0.5,0.48,2.9,0.49,0.000573,0.7,37.228,23.633,16.16
12_10_3,0.5,0.48,2.9,0.49,0.000573,0.7,32.477,20.002,13.339
12_10_4,0.5,0.48,2.9,0.49,0.000573,0.7,31.54,19.117,12.725
12_10_5,0.5,0.48,2.9,0.49,0.000573,0.7,116.076,81.687,60.895
12_11_0,0.5,0.48,2.9,0.49,0.000331,0.7,33.159,25.861,18.852
12_11_1,0.5,0.48,2.9,0.49,0.000331,0.7,27.295,20.793,14.242
12_11_2,0.5,0.48,2.9,0.49,0.000331,0.7,21.997,16.334,10.584
12_11_3,0.5,0.48,2.9,0.49,0.000331,0.7,29.969,22.978,16.079
12_11_4,0.5,0.48,2.9,0.49,0.000331,0.7,84.568,63.53,46.491
12_12_0,0.5,0.48,2.9,0.49,0.000488,0.7,52.436,37.929,28.753
12_12_1,0.5,0.48,2.9,0.49,0.000488,0.7,38.138,21.172,13.742
12_12_2,0.5,0.48,2.9,0.49,0.000488,0.7,41.7,24.712,16.539
12_12_3,0.5,0.48,2.9,0.49,0.000488,0.7,50.984,29.332,20.354
12_12_4,0.5,0.48,2.9,0.49,0.000488,0.7,48.831,30.815,21.712
12_12_5,0.5,0.48,2.9,0.49,0.000488,0.7,35.898,21.242,13.736
12_12_6,0.5,0.48,2.9,0.49,0.000488,0.7,126.767,84.201,61.551
12_13_0,0.5,0.48,2.9,0.49,0.00033,0.7,12.351,6.891,3.992
12_13_1,0.5,0.48,2.9,0.49,0.00033,0.7,14.325,6.301,3.316
12_13_2,0.5,0.48,2.9,0.49,0.00033,0.7,10.279,4.457,2.026
12_13_3,0.5,0.48,2.9,0.49,0.00033,0.7,13.046,5.749,2.97
12_13_4,0.5,0.48,2.9,0.49,0.00033,0.7,22.333,12.318,7.964
12_13_5,0.5,0.48,2.9,0.49,0.00033,0.7,95.028,63.95,46.657
12_14_0,0.5,0.48,2.9,0.49,0.000362,0.7,25.223,17.962,11.811
12_14_1,0.5,0.48,2.9,0.49,0.000362,0.7,28.226,20.152,13.234
12_14_2,0.5,0.48,2.9,0.49,0.000362,0.7,19.609,12.732,7.454
12_14_3,0.5,0.48,2.9,0.49,0.000362,0.7,7.008,4.043,1.794
12_14_4,0.5,0.48,2.9,0.49,0.000362,0.7,24.269,15.684,9.587
12_14_5,0.5,0.48,2.9,0.49,0.000362,0.7,94.632,68.665,51.267
12_15_0,0.5,0.48,2.9,0.49,0.000551,0.7,18.484,12.436,8.014
12_15_1,0.5,0.48,2.9,0.49,0.000551,0.7,19.203,14.884,9.835
12_15_2,0.5,0.48,2.9,0.49,0.000551,0.7,7.286,4.818,2.296
12_15_3,0.5,0.48,2.9,0.49,0.000551,0.7,16.709,11.487,6.985
12_15_4,0.5,0.48,2.9,0.49,0.000551,0.7,68.191,47.647,34.07
12_16_0,0.5,0.48,2.9,0.49,0.000303,0.7,60.493,37.473,26.567
12_16_1,0.5,0.48,2.9,0.49,0.000303,0.7,58.682,34.682,23.72
12_16_2,0.5,0.48,2.9,0.49,0.000303,0.7,101.687,65.697,47.55
12_17_0,0.5,0.48,2.9,0.49,0.000581,0.7,70.338,52.026,39.904
12_17_1,0.5,0.48,2.9,0.49,0.000581,0.7,86.198,64.509,50.607
12_17_2,0.5,0.48,2.9,0.49,0.000581,0.7,62.132,44.112,32.487
12_17_3,0.5,0.48,2.9,0.49,0.000581,0.7,85.276,63.012,49.105
12_17_4,0.5,0.48,2.9,0.49,0.000581,0.7,36.273,23.409,14.907
12_17_5,0.5,0.48,2.9,0.49,0.000581,0.7,51.052,34.263,23.705
12_17_6,0.5,0.48,2.9,0.49,0.000581,0.7,144.558,103.814,79.538
13_0_0,0.48,0.44,2.7,0.35,0.000593,0.52,18.647,13.233,8.639
13_0_1,0.48,0.44,2.7,0.35,0.000593,0.52,33.153,24.789,17.592
13_0_2,0.48,0.44,2.7,0.35,0.000593,0.52,32.403,24.378,17.323
13_0_3,0.48,0.44,2.7,0.35,0.000593,0.52,33.373,25.466,18.292
13_0_4,0.48,0.44,2.7,0.35,0.000593,0.52,35.689,27.758,20.309
13_0_5,0.48,0.44,2.7,0.35,0.000593,0.52,30.597,23.172,16.429
13_0_6,0.48,0.44,2.7,0.35,0.000593,0.52,135.318,104.597,82.41
13_1_0,0.705,1.269,1.955,0.315,0.000412,0.35,11.102,7.1,4.013
13_1_1,0.705,1.269,1.955,0.315,0.000412,0.35,20.3,14.07,8.98
13_1_2,0.705,1.269,1.955,0.315,0.000412,0.35,11.451,7.083,3.826
13_1_3,0.705,1.269,1.955,0.315,0.000412,0.35,33.085,23.781,15.946
13_1_4,0.705,1.269,1.955,0.315,0.000412,0.35,31.267,21.606,14.269
13_1_5,0.705,1.269,1.955,0.315,0.000412,0.35,19.184,10.905,6.179
13_1_6,0.705,1.269,1.955,0.315,0.000412,0.35,80.42,51.904,36.268
13_2_0,1.625,0.323,1.605,1.855,0.000599,0.75,43.734,33.77,25.9
13_2_1,1.625,0.323,1.605,1.855,0.000599,0.75,200.901,154.752,124.345
13_3_0,0.383,0.434,2.803,0.253,0.000516,0.46,72.541,48.152,35.551
13_3_1,0.383,0.434,2.803,0.253,0.000516,0.46,158.919,113.032,85.789
13_4_0,0.415,0.514,2.005,0.315,0.000463,0.39,31.96,20.053,13.811
13_4_1,0.415,0.514,2.005,0.315,0.000463,0.39,20.143,10.939,6.455
13_4_2,0.415,0.514,2.005,0.315,0.000463,0.39,32.104,19.355,13.453
13_4_3,0.415,0.514,2.005,0.315,0.000463,0.39,30.528,17.834,11.748
13_4_4,0.415,0.514,2.005,0.315,0.000463,0.39,98.577,68.152,50.44
13_5_0,0.458,0.517,3.008,0.388,0.000402,0.39,32.522,23.361,16.206
13_5_1,0.458,0.517,3.008,0.388,0.000402,0.39,52.248,39.296,29.174
13_5_2,0.458,0.517,3.008,0.388,0.000402,0.39,45.751,33.906,24.49
13_5_3,0.458,0.517,3.008,0.388,0.000402,0.39,50.153,37.76,27.914
13_5_4,0.458,0.517,3.008,0.388,0.000402,0.39,70.137,55.389,43.52
13_5_5,0.458,0.517,3.008,0.388,0.000402,0.39,36.638,26.485,17.971
13_5_6,0.458,0.517,3.008,0.388,0.000402,0.39,129.525,99.386,77.294
14_0_0,0.434,0.575,2.924,0.494,0.000424,0.45,5.566,3.471,1.912
14_0_1,0.434,0.575,2.924,0.494,0.000424,0.45,12.102,7.819,4.622
14_0_2,0.434,0.575,2.924,0.494,0.000424,0.45,13.168,7.888,4.39
14_0_3,0.434,0.575,2.924,0.494,0.000424,0.45,6.698,3.419,1.437
14_0_4,0.434,0.575,2.924,0.494,0.000424,0.45,9.171,4.581,2.201
14_0_5,0.434,0.575,2.924,0.494,0.000424,0.45,99.867,71.251,52.735
14_1_0,0.69,0.48,2.7,0.43,0.0006,0.3,38.394,28.894,23.121
14_1_1,0.69,0.48,2.7,0.43,0.0006,0.3,24.992,17.477,12.767
14_1_2,0.69,0.48,2.7,0.43,0.0006,0.3,23.741,15.752,11.026
14_1_3,0.69,0.48,2.7,0.43,0.0006,0.3,23.283,14.665,10.037
14_1_4,0.69,0.48,2.7,0.43,0.0006,0.3,23.494,14.477,9.878
14_1_5,0.69,0.48,2.7,0.43,0.0006,0.3,26.185,16.355,11.403
14_1_6,0.69,0.48,2.7,0.43,0.0006,0.3,157.92,117.679,92.612
14_2_0,0.585,0.515,2.015,0.405,0.00038,0.71,10.33,6.572,3.754
14_2_1,0.585,0.515,2.015,0.405,0.00038,0.71,1.287,0.32,0.015
14_2_2,0.585,0.515,2.015,0.405,0.00038,0.71,0.813,0.102,0.004
14_2_3,0.585,0.515,2.015,0.405,0.00038,0.71,3.379,0.889,0.15
14_2_4,0.585,0.515,2.015,0.405,0.00038,0.71,3.269,0.926,0.168
14_2_5,0.585,0.515,2.015,0.405,0.00038,0.71,42.432,23.772,14.643
14_3_0,1.371,0.336,2.011,0.451,0.000493,0.77,39.442,32.038,25.702
14_3_1,1.371,0.336,2.011,0.451,0.000493,0.77,11.687,8.069,4.841
14_3_2,1.371,0.336,2.011,0.451,0.000493,0.77,11.793,8.176,4.939
14_3_3,1.371,0.336,2.011,0.451,0.000493,0.77,17.163,12.41,8.296
14_3_4,1.371,0.336,2.011,0.451,0.000493,0.77,71.632,52.414,38.49
14_4_0,0.437,0.359,2.927,0.497,0.000358,0.81,10.539,6.816,3.955
14_4_1,0.437,0.359,2.927,0.497,0.000358,0.81,15.869,10.857,6.811
14_4_2,0.437,0.359,2.927,0.497,0.000358,0.81,22.015,15.612,10.768
14_4_3,0.437,0.359,2.927,0.497,0.000358,0.81,16.933,10.984,6.619
14_4_4,0.437,0.359,2.927,0.497,0.000358,0.81,16.303,9.4,5.288
14_4_5,0.437,0.359,2.927,0.497,0.000358,0.81,9.592,4.626,1.858
